low_volume_percent,middle_volume_percent,take_amount_in_later_12_month_highest,trans_amount_increase_rate_lately,trans_activity_month,trans_activity_day,transd_mcc,trans_days_interval_filter,trans_days_interval,regional_mobility,student_feature,repayment_capability,is_high_user,number_of_trans_from_2011,first_transaction_time,historical_trans_amount,historical_trans_day,rank_trad_1_month,trans_amount_3_month,avg_consume_less_12_valid_month,abs,top_trans_count_last_1_month,avg_price_last_12_month,avg_price_top_last_12_valid_month,reg_preference_for_trad,trans_top_time_last_1_month,trans_top_time_last_6_month,consume_top_time_last_1_month,consume_top_time_last_6_month,cross_consume_count_last_1_month,trans_fail_top_count_enum_last_1_month,trans_fail_top_count_enum_last_6_month,trans_fail_top_count_enum_last_12_month,consume_mini_time_last_1_month,max_cumulative_consume_later_1_month,max_consume_count_later_6_month,railway_consume_count_last_12_month,pawns_auctions_trusts_consume_last_1_month,pawns_auctions_trusts_consume_last_6_month,jewelry_consume_count_last_6_month,status,first_transaction_day,trans_day_last_12_month,apply_score,apply_credibility,query_org_count,query_finance_count,query_cash_count,query_sum_count,latest_one_month_apply,latest_three_month_apply,latest_six_month_apply,loans_score,loans_credibility_behavior,loans_count,loans_settle_count,loans_overdue_count,loans_org_count_behavior,consfin_org_count_behavior,loans_cash_count,latest_one_month_loan,latest_three_month_loan,latest_six_month_loan,history_suc_fee,history_fail_fee,latest_one_month_suc,latest_one_month_fail,loans_long_time,loans_credit_limit,loans_credibility_limit,loans_org_count_current,loans_product_count,loans_max_limit,loans_avg_limit,consfin_credit_limit,consfin_credibility,consfin_org_count_current,consfin_product_count,consfin_max_limit,consfin_avg_limit,latest_query_day,loans_latest_day
0.03,0.9,3000,1.85,1.0,0.672,24.0,14.0,8.0,3.0,1.0,6840,0,17.0,20161021.0,376490,261.0,0.05,116350,7.0,5450,0.05,1040,0.5,1.0,3.0,5.0,3.0,5.0,1.0,1.0,3.0,3.0,19985.0,32020,6.0,0.0,410,22210,0.0,0,577.0,82.0,608.0,76.0,24.0,12.0,10.0,52.0,10.0,33.0,48.0,580.0,76.0,51.0,46.0,1.0,23.0,7.0,16.0,2.0,7.0,24.0,91.0,10.0,2.0,0.0,357.0,2100.0,75.0,16.0,16.0,5000.0,1756.0,7300.0,77.0,7.0,8.0,13200.0,6700.0,5.0,1.0
0.02,0.68,2000,0.76,1.0,0.29100000000000004,15.0,80.0,24.0,2.0,1.0,15330,0,20.0,20160714.0,30190,171.0,1.0,5550,10.0,21050,1.0,910,0.55,4.0,0.0,29.0,0.0,26.0,0.0,0.0,1.0,1.0,0.0,0,1.0,0.0,0,0,0.0,0,676.0,83.0,630.0,78.0,12.0,5.0,6.0,16.0,3.0,8.0,13.0,604.0,76.0,36.0,36.0,0.0,16.0,6.0,10.0,0.0,0.0,5.0,52.0,8.0,0.0,0.0,357.0,3200.0,75.0,10.0,10.0,9200.0,2820.0,10100.0,78.0,6.0,8.0,14400.0,8600.0,8.0,142.0
0.02,0.98,1500,0.96,0.75,0.436,17.0,28.0,17.0,4.0,1.0,19350,0,30.0,20141126.0,259670,186.0,0.55,36680,6.0,2820,0.15,920,0.55,1.0,14.0,19.0,14.0,40.0,0.0,2.0,18.0,18.0,0.0,790,24.0,0.0,0,13330,0.0,1,1272.0,87.0,534.0,76.0,29.0,12.0,14.0,43.0,6.0,10.0,32.0,485.0,77.0,53.0,41.0,6.0,24.0,8.0,16.0,2.0,2.0,22.0,50.0,26.0,0.0,4.0,347.0,1500.0,75.0,16.0,17.0,2400.0,1387.0,8200.0,80.0,8.0,9.0,13800.0,7000.0,3.0,13.0
0.0,0.65,0,6.61,0.9,0.07400000000000001,10.0,47.0,46.0,1.0,1.0012121212121212,4220,0,9.0,20170531.0,15990,20.0,1.0,2120,6.0,390,1.0,940,0.55,2.0,0.0,31.0,0.0,31.0,0.0,7.0,8.0,8.0,0.0,0,2.0,0.0,0,2050,0.0,1,355.0,83.0,512.0,78.0,21.0,13.0,3.0,28.0,14.0,21.0,25.0,477.0,74.0,10.0,2.0,2.0,5.0,4.0,1.0,0.0,1.0,7.0,5.0,40.0,0.0,0.0,304.0,1600.0,85.0,1.0,1.0,1600.0,1600.0,4700.0,74.0,4.0,5.0,8400.0,5625.0,10.0,74.0
0.01,0.69,1300,0.88,0.88,0.391,18.0,17.0,14.0,4.0,1.0,6890,0,21.0,20160303.0,237000,169.0,0.4,26260,8.0,14070,0.4,1660,0.4,1.0,14.0,14.0,14.0,14.0,0.0,1.0,4.0,4.0,0.0,3000,4.0,0.0,500,82060,0.0,1,809.0,94.0,546.0,79.0,5.0,4.0,1.0,6.0,0.0,2.0,4.0,509.0,76.0,45.0,40.0,4.0,13.0,1.0,12.0,1.0,2.0,10.0,42.0,22.0,1.0,0.0,357.0,2200.0,76.0,12.0,14.0,4100.0,1758.0,7200.0,67.0,1.0,1.0,7200.0,7200.0,44.0,13.0
0.02,0.98,13000,0.64,0.73,0.245,16.0,29.0,29.0,2.0,1.0,8400,0,16.0,20160508.0,56990,89.0,0.6,14380,6.0,2080,0.3,650,0.8,1.0,6.0,16.0,5.0,16.0,1.0,2.0,4.0,21.0,0.0,750,3.0,0.0,750,860,0.0,1,743.0,85.0,527.0,76.0,8.0,5.0,2.0,12.0,2.0,2.0,8.0,495.0,77.0,18.0,18.0,1.0,6.0,3.0,3.0,0.0,0.0,5.0,29.0,0.0,0.0,0.0,314.0,1200.0,74.0,3.0,3.0,1300.0,1166.0,14500.0,80.0,3.0,3.0,18000.0,10600.0,25.0,145.0
0.02,0.91,2500,0.83,0.67,0.272,17.0,23.0,18.0,3.0,1.0012121212121212,24560,0,35.0,20131119.0,133490,165.0,0.65,22860,8.0,4880,0.3,1090,0.55,1.0,16.0,16.0,17.0,17.0,0.0,4.0,4.0,4.0,45.0,600,5.0,0.0,230,47200,0.0,0,1644.0,87.0,550.0,80.0,9.0,3.0,3.0,10.0,6.0,10.0,10.0,514.0,77.0,24.0,24.0,2.0,8.0,3.0,5.0,0.0,1.0,10.0,48.0,5.0,3.0,0.0,295.0,2700.0,74.0,5.0,5.0,3300.0,2040.0,11900.0,79.0,3.0,3.0,33600.0,14400.0,14.0,53.0
0.01,0.99,0,1.45,0.53,0.294,18.0,19.0,19.0,3.0,1.0012121212121212,16810,0,18.0,20150531.0,206940,119.0,0.5,19370,5.0,6070,0.4,1570,0.45,1.0,14.0,19.0,14.0,19.0,0.0,1.0,5.0,5.0,0.0,1090,3.0,0.0,0,16150,0.0,0,1086.0,84.0,542.0,80.0,10.0,4.0,2.0,12.0,5.0,6.0,8.0,497.0,76.0,56.0,51.0,16.0,17.0,9.0,8.0,1.0,3.0,17.0,59.0,38.0,1.0,1.0,349.0,2500.0,74.0,8.0,9.0,3000.0,2437.0,11200.0,82.0,9.0,9.0,19200.0,8344.0,23.0,20.0
0.07,0.93,0,0.88,1.0,0.405,19.0,15.0,11.0,4.0,1.0012121212121212,3940,0,18.0,20160923.0,123940,177.0,0.6,11910,6.0,1880,0.65,640,0.65,1.0,15.0,15.0,0.0,12.0,0.0,1.0,2.0,3.0,0.0,1470,9.0,0.0,0,3050,0.0,1,605.0,85.0,536.0,69.0,3.0,0.0,3.0,3.0,0.0,0.0,3.0,489.0,76.0,32.0,23.0,7.0,12.0,5.0,7.0,0.0,0.0,7.0,34.0,35.0,0.0,0.0,360.0,1700.0,75.0,7.0,7.0,2300.0,1600.0,2900.0,79.0,5.0,6.0,8400.0,3960.0,108.0,108.0
0.0,1.0,13800,0.47,1.0,0.139,10.0,34.0,32.0,3.0,1.0,7840,1,11.0,20170404.0,9210,46.0,0.9,1370,6.0,4720,1.0,1020,0.6,3.0,15.0,34.0,0.0,67.0,0.6492961224993825,1.0,3.0,3.0,0.0,140,1.0,0.0,0,0,0.0,1,412.0,92.0,531.0,77.0,9.0,1.0,2.0,13.0,6.0,7.0,8.0,484.0,77.0,30.0,20.0,1.0,11.0,5.0,6.0,0.0,2.0,11.0,24.0,41.0,1.0,1.0,346.0,2000.0,76.0,6.0,7.0,2400.0,1783.0,5700.0,79.0,5.0,6.0,10500.0,6780.0,23.0,54.0
0.01,0.84,20000,1.24,0.93,0.34700000000000003,22.0,17.0,10.0,3.0,1.0012121212121212,6340,0,25.0,20151116.0,273980,185.0,0.2,60750,7.0,1570,0.05,1630,0.4,1.0,7.0,13.0,7.0,13.0,0.0,0.0,2.0,2.0,56.0,3770,6.0,0.0,0,44390,0.0,0,917.0,84.0,650.0,73.0,5.0,4.0,1.0,5.0,0.0,2.0,3.0,624.0,75.0,24.0,24.0,0.0,10.0,3.0,7.0,0.0,4.0,12.0,27.0,1.0,0.0,0.0,348.0,2200.0,76.0,7.0,8.0,3400.0,1757.0,13300.0,73.0,3.0,3.0,38400.0,19200.0,39.0,39.0
0.02,0.98,400,0.92,0.93,0.102,13.0,38.0,29.0,1.0,1.0012121212121212,11510,0,13.0,20161113.0,41370,38.0,0.8,7050,7.0,1330,1.0,1250,0.5,1.0,0.0,30.0,0.0,30.0,0.0,1.0,1.0,6.0,0.0,290,3.0,0.0,290,2690,0.0,0,554.0,103.0,637.0,61.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,584.0,72.0,12.0,11.0,0.0,8.0,2.0,6.0,0.0,0.0,7.0,10.0,5.0,0.0,0.0,302.0,1600.0,72.0,6.0,6.0,2700.0,1383.0,5800.0,72.0,2.0,2.0,12000.0,7500.0,238.0,89.0
0.0,0.72,0,0.88,0.88,0.652,18.0,19.0,6.0,2.0,1.0012121212121212,39020,0,28.0,20150725.0,470530,407.0,0.3,34640,6.0,63450,0.15,2650,0.35,1.0,3.0,19.0,3.0,19.0,0.0,2.0,2.0,3.0,145095.0,2570,3.0,0.0,0,32850,0.0,0,1031.0,82.0,551.0,76.0,14.0,6.0,7.0,21.0,2.0,7.0,17.0,506.0,75.0,43.0,39.0,2.0,15.0,8.0,7.0,0.0,3.0,18.0,53.0,10.0,3.0,0.0,349.0,3300.0,71.0,7.0,8.0,5800.0,2914.0,11700.0,79.0,8.0,10.0,56400.0,14475.0,21.0,42.0
0.02,0.93,0,9.11,0.95,0.341,16.0,44.0,17.0,2.0,1.0012121212121212,12150,0,21.0,20160530.0,140570,170.0,0.65,13120,8.0,2010,1.0,1230,0.5,1.0,0.0,44.0,0.0,44.0,0.0,3.0,3.0,3.0,0.0,940,4.0,0.0,0,7110,0.0,1,721.0,82.0,520.0,79.0,13.0,6.0,3.0,16.0,9.0,10.0,15.0,483.0,75.0,38.0,32.0,2.0,16.0,5.0,11.0,0.0,0.0,11.0,35.0,12.0,0.0,0.0,348.0,2400.0,75.0,11.0,11.0,3400.0,1981.0,3800.0,79.0,5.0,6.0,4800.0,3440.0,9.0,115.0
0.0,1.0,0,1.04,0.86,0.163,9.0,45.0,31.0,2.0,1.0012121212121212,9170,0,12.0,20170124.0,10770,55.0,0.75,2460,7.0,5970,0.65,590,0.65,1.0,13.0,34.0,13.0,34.0,0.6492961224993825,0.0,1.0,1.0,0.0,310,1.0,0.0,0,0,0.0,0,482.0,92.0,621.0,80.0,2.0,2.0,0.0,3.0,0.0,2.0,2.0,592.0,82.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,306.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,82.0,1.0,1.0,1200.0,1200.0,54.0,303.0
0.03,0.97,500,0.99,0.89,0.266,13.0,29.0,25.0,2.0,1.0,7460,0,25.0,20151130.0,94810,158.0,0.6,7680,7.0,1790,1.0,790,0.6,1.0,0.0,29.0,0.0,29.0,0.0,4.0,7.0,7.0,0.0,1230,6.0,0.0,0,8400,0.0,1,903.0,88.0,540.0,67.0,7.0,2.0,5.0,7.0,0.0,1.0,2.0,475.0,78.0,35.0,24.0,4.0,13.0,6.0,7.0,0.0,1.0,5.0,34.0,84.0,0.0,1.0,353.0,1500.0,78.0,7.0,8.0,2300.0,1442.0,4300.0,79.0,6.0,7.0,8400.0,3600.0,88.0,35.0
0.05,0.95,500,1.34,0.96,0.19699999999999998,15.0,39.0,30.0,3.0,1.0,7000,0,22.0,20160422.0,77520,150.0,0.3,14670,7.0,1060,0.1,840,0.6,3.0,7.0,32.0,7.0,32.0,0.6492961224993825,0.0,2.0,2.0,76609.0,2400,6.0,0.0,0,480,0.0,0,759.0,82.0,638.0,76.0,11.0,6.0,2.0,14.0,5.0,7.0,13.0,613.0,79.0,5.0,3.0,0.0,3.0,1.0,2.0,1.0,3.0,5.0,6.0,3.0,1.0,0.0,148.0,800.0,78.0,2.0,3.0,1900.0,1200.0,1500.0,83.0,1.0,2.0,1500.0,1500.0,15.0,8.0
0.01,0.99,3400,1.0,0.34,0.605,19.0,11.0,10.0,4.0,1.0,16320,0,28.0,20110408.0,440520,277.0,0.3,70110,7.0,7350,0.1,1130,0.5,1.0,11.0,11.0,11.0,11.0,0.0,2.0,6.0,6.0,171006.0,2240,12.0,0.0,820,12050,0.0,0,2600.0,82.0,635.0,77.0,8.0,3.0,5.0,9.0,1.0,2.0,6.0,609.0,75.0,67.0,55.0,0.0,19.0,7.0,12.0,0.0,0.0,22.0,87.0,19.0,0.0,0.0,357.0,2500.0,72.0,12.0,12.0,3800.0,1766.0,13800.0,79.0,7.0,9.0,19800.0,11871.0,14.0,108.0
0.04,0.9,2500,0.46,1.0,0.469,26.0,16.0,14.0,4.0,1.0,20640,0,17.0,20161024.0,141930,193.0,0.6,19680,6.0,3970,0.2,1190,0.5,1.0,15.0,16.0,2.0,31.0,0.0,2.0,3.0,3.0,59684.0,570,3.0,0.0,0,15280,0.0,0,574.0,83.0,538.0,79.0,6.0,3.0,2.0,6.0,1.0,1.0,2.0,503.0,79.0,20.0,17.0,1.0,14.0,5.0,9.0,0.0,0.0,5.0,23.0,11.0,2.0,0.0,348.0,2200.0,77.0,9.0,10.0,3600.0,2011.0,7300.0,83.0,5.0,5.0,9600.0,5960.0,16.0,137.0
0.01,0.92,4500,0.03,0.97,0.622,21.0,9.0,10.0,2.0,1.0,43650,0,38.0,20141209.0,922040,469.0,0.05,100140,7.0,11120,0.05,1450,0.45,1.0,9.0,9.0,9.0,9.0,2.0,1.0,4.0,4.0,5303.0,10810,12.0,0.0,18500,61420,0.0,0,1259.0,82.0,596.0,74.0,21.0,12.0,7.0,37.0,10.0,22.0,29.0,572.0,76.0,51.0,48.0,1.0,21.0,3.0,18.0,1.0,2.0,20.0,57.0,4.0,1.0,0.0,348.0,2100.0,76.0,18.0,19.0,4200.0,1916.0,7400.0,82.0,3.0,3.0,10200.0,6400.0,7.0,10.0
0.05,0.95,0,0.78,0.52,0.063,10.0,31.0,30.0,2.0,1.0012121212121212,10200,0,17.0,20150616.0,28990,31.0,0.85,5180,7.0,270,1.0,820,0.6,3.0,0.0,31.0,0.0,31.0,0.0,0.0,2.0,2.0,0.0,250,3.0,0.0,0,6280,0.0,0,1070.0,95.0,614.0,69.0,2.0,2.0,0.0,2.0,0.0,0.0,1.0,590.0,76.0,3.0,2.0,0.0,3.0,0.0,3.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,186.0,1000.0,76.0,3.0,3.0,1900.0,1033.0,0.0,0.0,0.0,0.0,0.0,0.0,177.0,147.0
0.01,0.97,100,0.9,0.8,0.525,18.0,18.0,11.0,4.0,1.0,30380,0,16.0,20160725.0,414760,196.0,0.2,85340,8.0,13550,0.05,1260,0.5,1.0,5.0,7.0,5.0,7.0,1.0,1.0,12.0,12.0,52440.0,2200,9.0,0.0,6390,47790,0.0,0,665.0,82.0,551.0,75.0,16.0,12.0,3.0,18.0,2.0,11.0,14.0,501.0,74.0,75.0,64.0,6.0,25.0,6.0,19.0,1.0,4.0,26.0,77.0,39.0,1.0,1.0,345.0,2100.0,72.0,19.0,21.0,3000.0,1668.0,10300.0,79.0,6.0,6.0,19200.0,11700.0,28.0,6.0
0.01,0.99,200,0.1,1.0,0.214,14.0,49.0,22.0,1.0,1.0012121212121212,17560,0,7.0,20170409.0,42830,45.0,1.0,0,3.0,1740,1.0,1290,0.45,1.0,0.0,7.0,0.0,7.0,0.6492961224993825,0.0,3.0,3.0,0.0,0,2.0,0.0,0,4780,0.0,0,407.0,215.0,618.0,83.0,3.0,2.0,0.0,4.0,1.0,1.0,2.0,591.0,74.0,8.0,8.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,8.0,1.0,0.0,0.0,312.0,2500.0,74.0,2.0,2.0,2900.0,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,133.0
0.0,0.36,25000,0.02,0.64,0.43799999999999994,28.0,15.0,12.0,3.0,1.0,60050,0,36.0,20130701.0,769690,312.0,0.05,396230,8.0,5920,0.05,3010,0.25,3.0,9.0,15.0,9.0,15.0,4.0,0.0,2.0,2.0,40.0,30700,7.0,0.0,5920,14810,0.0,0,1785.0,82.0,648.0,71.0,12.0,7.0,1.0,15.0,9.0,11.0,15.0,632.0,77.0,12.0,11.0,0.0,5.0,3.0,2.0,1.0,5.0,7.0,29.0,1.0,0.0,1.0,351.0,2100.0,74.0,2.0,2.0,3500.0,2000.0,25000.0,78.0,3.0,3.0,27600.0,13300.0,10.0,17.0
0.03,0.97,1000,1.05,0.83,0.114,5.0,172.0,82.0,2.0,1.0,8750,1,19.0,20160324.0,3900,62.0,1.0,0,7.0,2100,1.0,1300,0.5,1.0,0.0,41.0,0.0,41.0,0.6492961224993825,0.0,0.0,1.0,0.0,0,1.0,0.0,0,0,0.0,0,788.0,140.0,545.0,73.0,11.0,5.0,2.0,11.0,6.0,6.0,7.0,510.0,72.0,31.0,31.0,1.0,7.0,1.0,6.0,0.0,2.0,12.0,35.0,1.0,1.0,0.0,288.0,1800.0,71.0,6.0,6.0,2300.0,1566.0,1800.0,84.0,1.0,1.0,1800.0,1800.0,5.0,66.0
0.03,0.97,500,1.12,0.91,0.38299999999999995,24.0,18.0,16.0,1.0,1.0012121212121212,9650,0,31.0,20150508.0,123770,179.0,0.55,19810,7.0,790,0.1,890,0.6,1.0,3.0,18.0,3.0,18.0,0.0,2.0,9.0,9.0,250.0,1250,4.0,1.0,0,5120,0.0,0,1109.0,82.0,555.0,77.0,18.0,8.0,7.0,26.0,7.0,15.0,20.0,499.0,74.0,58.0,49.0,4.0,18.0,7.0,11.0,0.0,1.0,21.0,81.0,28.0,3.0,0.0,335.0,2200.0,72.0,11.0,12.0,3200.0,2009.0,5500.0,78.0,7.0,8.0,7800.0,5442.0,4.0,34.0
0.04,0.96,2100,1.03,0.67,0.27699999999999997,14.0,29.0,18.0,4.0,1.0,1590,0,32.0,20140322.0,72310,159.0,1.0,7220,6.0,1900,1.0,600,0.65,1.0,14.0,21.0,0.0,20.0,0.0,0.0,3.0,3.0,0.0,0,4.0,0.0,0,0,0.0,0,1521.0,82.0,530.0,79.0,7.0,3.0,3.0,11.0,0.0,6.0,6.0,491.0,75.0,29.0,25.0,2.0,10.0,4.0,6.0,0.0,0.0,5.0,38.0,19.0,0.0,1.0,358.0,2400.0,72.0,6.0,7.0,3000.0,1933.0,10300.0,79.0,4.0,4.0,20400.0,12750.0,53.0,146.0
0.0,0.71,2000,0.63,1.0,0.28300000000000003,14.0,53.0,22.0,2.0,1.0012121212121212,24740,0,10.0,20170527.0,63270,85.0,0.5,22630,5.0,33670,0.65,1860,0.4,3.0,21.0,24.0,21.0,24.0,0.6492961224993825,0.0,1.0,1.0,0.0,1750,2.0,0.0,0,14390,0.0,0,359.0,84.0,653.0,76.0,24.0,12.0,7.0,39.0,14.0,23.0,30.0,641.0,77.0,20.0,17.0,0.0,10.0,6.0,4.0,1.0,3.0,10.0,36.0,9.0,2.0,2.0,346.0,2400.0,74.0,4.0,4.0,4000.0,1825.0,8800.0,79.0,6.0,8.0,14400.0,6300.0,5.0,14.0
0.01,0.99,600,0.17,0.58,0.305,19.0,24.0,18.0,3.0,1.0,20550,0,19.0,20150606.0,164190,132.0,0.25,32420,7.0,6250,0.05,1080,0.5,1.0,7.0,10.0,7.0,10.0,0.0,1.0,2.0,2.0,15919.0,3100,4.0,0.0,1110,23410,0.0,0,1080.0,83.0,628.0,76.0,5.0,4.0,1.0,7.0,1.0,2.0,4.0,604.0,71.0,9.0,8.0,0.0,6.0,2.0,4.0,0.0,0.0,6.0,12.0,2.0,0.0,0.0,345.0,1400.0,69.0,4.0,4.0,1900.0,1200.0,8400.0,72.0,2.0,2.0,12000.0,6600.0,12.0,119.0
0.05,0.95,300,0.88,0.68,0.28,17.0,34.0,33.0,3.0,1.0012121212121212,15800,0,23.0,20150510.0,131230,115.0,0.2,52730,7.0,690,0.05,890,0.65,1.0,7.0,15.0,7.0,15.0,3.0,0.0,5.0,5.0,373.0,4280,12.0,0.0,690,12780,0.0,0,1107.0,82.0,575.0,73.0,21.0,9.0,7.0,33.0,12.0,20.0,23.0,545.0,76.0,28.0,26.0,1.0,19.0,9.0,10.0,5.0,7.0,19.0,41.0,8.0,5.0,3.0,353.0,1900.0,72.0,10.0,11.0,2900.0,1830.0,8500.0,81.0,9.0,11.0,24000.0,7577.0,10.0,12.0
0.02,0.98,700,0.6,1.0,0.397,19.0,14.0,10.0,3.0,1.0,8750,0,13.0,20170207.0,209210,144.0,0.25,53820,9.0,2270,0.05,1060,0.5,1.0,4.0,10.0,4.0,10.0,0.0,4.0,6.0,6.0,333685.0,2370,8.0,0.0,3200,22090,0.0,0,468.0,82.0,536.0,76.0,13.0,9.0,3.0,19.0,5.0,8.0,19.0,486.0,78.0,49.0,40.0,5.0,15.0,4.0,11.0,0.0,0.0,12.0,73.0,28.0,0.0,0.0,356.0,2300.0,78.0,11.0,12.0,3300.0,1781.0,10300.0,80.0,4.0,5.0,19200.0,7750.0,13.0,129.0
0.0,0.82,0,1.01,0.74,0.461,21.0,29.0,16.0,4.0,1.0012121212121212,20400,0,23.0,20150811.0,821750,275.0,0.8,16190,5.0,10410,1.0,1690,0.4,1.0,0.0,29.0,0.0,29.0,0.0,6.0,9.0,9.0,0.0,330,7.0,0.0,0,39030,0.0,1,1014.0,95.0,518.0,84.0,6.0,3.0,2.0,9.0,0.0,1.0,8.0,464.0,74.0,78.0,38.0,6.0,19.0,7.0,12.0,1.0,5.0,45.0,63.0,185.0,0.0,19.0,351.0,3900.0,72.0,12.0,12.0,6600.0,3350.0,9900.0,80.0,7.0,9.0,19800.0,11228.0,38.0,17.0
0.02,0.98,100,1.02,1.0,0.09699999999999999,10.0,31.0,30.0,3.0,1.0012121212121212,10070,0,11.0,20170408.0,23650,32.0,0.65,2950,7.0,200,0.65,1310,0.45,1.0,7.0,29.0,7.0,66.0,0.6492961224993825,0.0,1.0,2.0,0.0,670,2.0,0.0,0,0,0.0,0,408.0,86.0,509.0,77.0,6.0,3.0,2.0,6.0,0.0,3.0,3.0,478.0,79.0,18.0,6.0,8.0,5.0,4.0,1.0,2.0,3.0,10.0,8.0,153.0,0.0,29.0,351.0,3400.0,76.0,1.0,1.0,3400.0,3400.0,8300.0,79.0,4.0,6.0,13200.0,8325.0,37.0,19.0
0.01,0.72,15000,4.14,1.0,0.527,20.0,26.0,17.0,2.0,1.0,40140,0,24.0,20160309.0,465540,336.0,0.25,38450,7.0,36470,0.1,1960,0.4,3.0,4.0,22.0,7.0,22.0,0.0,1.0,10.0,10.0,1247.0,3670,4.0,0.0,3070,39060,0.0,0,803.0,82.0,551.0,72.0,13.0,6.0,4.0,18.0,6.0,11.0,11.0,501.0,72.0,61.0,52.0,19.0,18.0,2.0,16.0,1.0,2.0,27.0,56.0,76.0,2.0,1.0,358.0,2700.0,72.0,16.0,17.0,5200.0,2300.0,6900.0,80.0,2.0,2.0,7800.0,4400.0,11.0,11.0
0.07,0.93,700,0.8,1.0,0.397,18.0,44.0,17.0,2.0,1.0012121212121212,2450,0,26.0,20160106.0,153530,265.0,0.7,4730,8.0,2530,0.65,670,0.65,1.0,4.0,44.0,4.0,44.0,0.0,0.0,2.0,4.0,344138.0,350,2.0,0.0,0,4130,0.0,0,866.0,93.0,529.0,76.0,12.0,6.0,2.0,16.0,4.0,11.0,12.0,491.0,78.0,29.0,23.0,1.0,18.0,7.0,11.0,0.0,2.0,9.0,25.0,10.0,0.0,0.0,360.0,1500.0,78.0,11.0,12.0,2300.0,1209.0,3000.0,78.0,7.0,8.0,5400.0,3157.0,20.0,31.0
0.01,0.99,1400,0.93,0.54,0.608,21.0,9.0,10.0,3.0,1.0,19020,0,39.0,20120324.0,473690,293.0,0.25,78200,8.0,10160,0.05,1110,0.5,1.0,9.0,9.0,9.0,9.0,2.0,6.0,21.0,21.0,1040823.0,2820,24.0,0.0,550,24320,0.0,1,2249.0,83.0,499.0,78.0,12.0,7.0,4.0,14.0,2.0,6.0,9.0,464.0,73.0,88.0,68.0,11.0,27.0,5.0,22.0,1.0,1.0,26.0,77.0,59.0,1.0,4.0,360.0,2000.0,72.0,22.0,24.0,2900.0,1672.0,8700.0,79.0,5.0,6.0,22800.0,9780.0,10.0,3.0
0.01,0.57,1000,0.35,0.93,0.436,20.0,12.0,12.0,3.0,1.0,31250,0,26.0,20151122.0,511200,201.0,0.2,82400,11.0,5320,0.05,1940,0.4,2.0,5.0,6.0,5.0,6.0,2.0,0.0,3.0,3.0,29.0,3280,9.0,0.0,3680,52650,0.0,0,911.0,83.0,651.0,74.0,14.0,10.0,3.0,23.0,1.0,6.0,16.0,635.0,80.0,29.0,29.0,0.0,10.0,5.0,5.0,1.0,3.0,6.0,42.0,2.0,3.0,0.0,334.0,2100.0,78.0,5.0,5.0,2300.0,1980.0,9100.0,82.0,5.0,7.0,13800.0,8280.0,11.0,26.0
0.03,0.95,7000,1.95,1.0,0.55,16.0,10.0,8.0,3.0,1.0,6150,0,20.0,20160720.0,294550,250.0,0.35,38800,4.0,530,0.05,1080,0.5,1.0,10.0,10.0,10.0,10.0,0.0,0.0,3.0,3.0,86246.0,1130,6.0,0.0,3980,16730,0.0,0,670.0,83.0,551.0,73.0,12.0,8.0,4.0,18.0,3.0,7.0,10.0,489.0,74.0,42.0,40.0,4.0,19.0,6.0,13.0,1.0,2.0,16.0,53.0,10.0,2.0,1.0,359.0,2200.0,73.0,13.0,13.0,3100.0,1769.0,10700.0,80.0,6.0,7.0,19200.0,6866.0,16.0,27.0
0.01,0.89,200,0.59,0.93,0.47700000000000004,21.0,24.0,23.0,2.0,1.0,19980,0,26.0,20151113.0,445970,231.0,0.15,104430,7.0,4310,0.15,1350,0.45,3.0,8.0,24.0,8.0,24.0,0.0,1.0,6.0,6.0,391845.0,11760,12.0,0.0,3050,23550,0.0,0,920.0,83.0,543.0,78.0,14.0,8.0,4.0,18.0,4.0,6.0,11.0,502.0,75.0,62.0,54.0,8.0,27.0,8.0,19.0,0.0,1.0,25.0,73.0,19.0,0.0,0.0,345.0,2000.0,73.0,19.0,19.0,3400.0,1673.0,7800.0,79.0,8.0,9.0,41400.0,9625.0,2.0,79.0
0.01,0.99,200,0.87,0.59,0.154,13.0,90.0,34.0,1.0,1.0,12270,0,13.0,20160531.0,41720,44.0,0.75,530,5.0,410,0.4,970,0.55,1.0,9.0,90.0,9.0,90.0,0.0,0.0,12.0,12.0,0.0,330,6.0,0.0,0,12510,0.0,0,720.0,86.0,609.0,71.0,11.0,5.0,6.0,13.0,0.0,4.0,4.0,585.0,76.0,3.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,219.0,1300.0,76.0,1.0,1.0,1300.0,1300.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,176.0
